key,type,summary,date_opened,reporter,parent_key,current_epic,current_status,current_resolution,current_assignee,current_labels,proposed_epic,proposed_status,proposed_resolution,proposed_assignee,cat-*,proj-*,study-*,notes
CDM-389,Task,TS: Create Liver checker,2023-07-19,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,"[Sonnet re-pass] TS: Create Liver checker — translational science checker script, pipeline tooling.; Generic Liver checker tool."
CDM-390,Task,Time Card Pilot,2023-07-19,Vincent Puga-Aragon (inactive),,,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,,study-cross,"Timecard pilot, BAU work."
CDM-391,Task,DELFI-L201 Duplicate Enrollment Review,2023-07-19,Lee Ming Sun (inactive),CDM-80,CDM-80,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-operations,proj-cpt,study-l201,Enrollment review for Case Tracker.
CDM-392,Task,Update L201 SURF Read In files to parquet,2023-07-21,Vincent Puga-Aragon (inactive),,,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-pipeline,study-l201,SURF pipeline file format update.
CDM-393,Task,DELFI-L101: LIMS Lab Derived Data Table,2023-07-21,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,UNASSIGNED,CPT_Component,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-sample",study-l101,LIMS data table for CPT.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-394,Subtask,Read surf files as parquet type instead of .tsv,2023-07-21,Eric Dixon,CDM-393,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,Code to read SURF files.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-393; epic inherited]
CDM-395,Task,DELFI-L101: Monitoring Visit & Visit Report Tracker - IMV Report Metrics,2023-07-21,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-metrics,study-l101,Monitoring visit tracker report.
CDM-396,Subtask,Add S37 Sub-Ids,2023-07-26,Vincent Puga-Aragon (inactive),CDM-201,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-dqr,study-l201,Add IDs to protocol deviation review.; [subtask: parent stays at CDM-201; epic inherited]
CDM-397,Subtask,Remove Pages write out to gsheets for CPT,2023-07-26,Vincent Puga-Aragon (inactive),CDM-145,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-programming,proj-cpt,study-l201,Remove gsheets write from CPT.; [subtask: parent stays at CDM-145; epic inherited]
CDM-398,Task,DELFI-L101: Adhoc request - MM review of scan type variable for Cohort A subjects,2023-08-01,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cv,study-l101,Adhoc scan type review.
CDM-399,Subtask,Add percent totals for imv report metrics,2023-08-02,Eric Dixon,CDM-185,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,CRA metrics sheet update.; [subtask: parent stays at CDM-185; epic inherited]
CDM-400,Subtask,"Re-apply dropped ""ClinOps Reviewer Date""",2023-08-04,Eric Dixon,CDM-333,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,Cancer review column restore.; [subtask: parent stays at CDM-333; epic inherited]
CDM-401,Subtask,Add grand total row for all columns,2023-08-09,Eric Dixon,CDM-185,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,CRA metrics grand total row.; [subtask: parent stays at CDM-185; epic inherited]
CDM-402,Subtask,Medical Monitoring / ClinOps Pending Data Quality Reviews should not show dqr counts that are not ready for review,2023-08-09,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,Priority tracker DQR count logic.; [subtask: parent stays at CDM-186; epic inherited]
CDM-403,Subtask,"Add ""Staging Type"" variable to the Cancer Status Review",2023-08-23,Eric Dixon,CDM-348,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer status review column add.; [subtask: parent stays at CDM-348; epic inherited]
CDM-404,Subtask,Include all site 102 and site 119 subjects to the priority review listing,2023-08-23,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,Priority tracker listing update.; [subtask: parent stays at CDM-186; epic inherited]
CDM-405,Subtask,Add Cohort Assignment and Cancer Type,2023-08-25,Eric Dixon,CDM-365,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-dqr,study-l101,AFT report column additions.; [subtask: parent stays at CDM-365; epic inherited]
CDM-407,Subtask,Add upcoming and overdue columns for Counts of Report Status columns ,2023-08-28,Eric Dixon,CDM-185,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,CRA metrics sheet column add.; [subtask: parent stays at CDM-185; epic inherited]
CDM-408,Task,CDR Updates,2023-08-29,Vincent Puga-Aragon (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-operations,proj-cancer-review,study-l201,"CDR updates, cancer review."
CDM-409,Subtask,Remove duplicate records from listing,2023-08-29,Eric Dixon,CDM-152,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer status review dedup.; [subtask: parent stays at CDM-152; epic inherited]
CDM-410,Subtask,Bug fix: remove duplicates causing mutate function to fail,2023-08-29,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-metrics,study-l101,Bug fix in priority tracker code.; [subtask: parent stays at CDM-186; epic inherited]
CDM-411,Subtask,Add logic for 4MFU and 12MFU Clario Data,2023-08-30,Vincent Puga-Aragon (inactive),CDM-145,CDM-80,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,UNASSIGNED,cat-programming,proj-cpt,study-l201,Clario data logic for CPT.; [subtask: parent stays at CDM-145; epic inherited]
CDM-412,Task,DELFI-L101: Remove duplicates from all google sheet data quality review read in functions,2023-08-30,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-dqr,study-l101,Remove DQR gsheet duplicates code.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)
CDM-413,Subtask,Add 4MFU and 12MFU Derived Clario Workflow Data,2023-09-05,Vincent Puga-Aragon (inactive),CDM-184,CDM-80,In Progress,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-programming,proj-pipeline,study-l201,Add Clario data to pipeline.; WAS in-progress; rule 3 cancels — confirm work doesn't continue; [subtask: parent stays at CDM-184; epic inherited]
CDM-414,Subtask,"Subject 124-001 is pulling in the Unscheduled Visit ""Blood Sample Collection"" eCRF instead of Enrollment Visit eCRF",2023-09-07,Eric Dixon,CDM-341,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-edc,study-l101,eCRF pull issue investigation.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-341; epic inherited]
CDM-415,Subtask,Fix multiple 4MFU visit,2023-09-08,Vincent Puga-Aragon (inactive),CDM-318,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-cpt,study-l201,Case Tracker visit data fix.; [subtask: parent stays at CDM-318; epic inherited]
CDM-416,Task,DELFI-L201 Surf Search Posit-Connect Report,2023-09-18,Eric Dixon,CDM-80,CDM-80,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-sample,study-l201,SURF search report delivery.
CDM-417,Task,Add latest ALS to AWS directory,2023-09-19,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-operations,proj-pipeline,study-l201,Add ALS data to cloud.
CDM-418,Task,CDR Updates from August Meeting,2023-09-19,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-cancer-review,study-l201,CDR updates.
CDM-419,Subtask,Update priority column for end of year milestones 2023,2023-09-20,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT priority column update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-420,Subtask,Update cleaning metrics sheet based on end of year milestones 2023,2023-09-20,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT metrics sheet update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-421,Task,CDR Cancer Details,2023-09-26,Vincent Puga-Aragon (inactive),,,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-operations,proj-cancer-review,study-cross,CDR cancer details work.
CDM-422,Subtask,Replace UAT google sheets with Production google sheets ,2023-09-29,Eric Dixon,CDM-316,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,Payment tracker UAT to prod.; [subtask: parent stays at CDM-316; epic inherited]
CDM-423,Subtask,Bug fix: Issue found in Surf_Searcher_Report when generating the tube_barcode_id selection list.,2023-10-19,Eric Dixon,CDM-416,CDM-80,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-sample,study-l201,Bug fix in sample search report.; [subtask: parent stays at CDM-416; epic inherited]
CDM-424,Subtask,"Update ""Ready for Review"" column to include site 300 and cohort a edge cases ",2023-10-20,Eric Dixon,CDM-348,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer status review column update.; [subtask: parent stays at CDM-348; epic inherited]
CDM-425,Subtask,Add MM tab to Clario Case Tracker,2023-10-26,Vincent Puga-Aragon (inactive),CDM-318,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-cpt,study-l201,Case Tracker MM tab add.; [subtask: parent stays at CDM-318; epic inherited]
CDM-426,Task,Provisional Cancer Weekly Summary,2023-11-01,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,Provisional cancer weekly report.
CDM-427,Subtask,"Update ""Ready for Review"" column to include site 300",2023-11-01,Eric Dixon,CDM-152,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer status review column update.; [subtask: parent stays at CDM-152; epic inherited]
CDM-428,Subtask,Update Evaluation variable to identify L101 V1 Re-Run subject list,2023-11-01,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-pipeline,study-l101,Subject info table evaluation update.; [subtask: parent stays at CDM-278; epic inherited]
CDM-429,Task,Programmatic DQR Gsheet,2023-11-02,Vincent Puga-Aragon (inactive),,,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-programming,proj-dqr,study-cross,Programmatic DQR gsheet code.
CDM-430,Task,December CDR Updates,2023-11-07,Vincent Puga-Aragon (inactive),,,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-cancer-review,study-cross,CDR updates.
CDM-431,Subtask,Add cleaning metrics for the L101 V1 Rerun participants ,2023-11-09,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT cleaning metrics update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-432,Task,General Comments DQR Listing,2023-11-13,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-reporting,proj-dqr,study-l201,General comments DQR listing.
CDM-434,Subtask,Add new priority for Cohort A subjects included in CT,2023-11-29,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT priority column update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-435,Subtask,"Update Clean_Status_FU derivation so that L101 V1 Rerun participants enrolled after 31Oct2022 are no longer labeled ""Not Applicable""",2023-11-29,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT derivation update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-436,Task,DELFI-L101 V1 Rerun Clean Status List Generation ,2023-12-06,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,CPT clean status list report.
CDM-437,Subtask,DELFI-L101 V1 Rerun Clean Status List Generation 08DEC2023,2023-12-06,Eric Dixon,CDM-436,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,CPT clean status list generation.; [subtask: parent stays at CDM-436; epic inherited]
CDM-438,Subtask,Fix order of visit status,2023-12-07,Vincent Puga-Aragon (inactive),CDM-426,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-metrics,study-l201,Provisional cancer report update.; [subtask: parent stays at CDM-426; epic inherited]
CDM-439,Task,L201 EDC-LIMS Monthly Metrics,2023-12-11,Vincent Puga-Aragon (inactive),CDM-80,CDM-80,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,EDC-LIMS monthly metrics report.
CDM-440,Subtask,Evaluation Column: Remove references to OCT 31,2023-12-11,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT evaluation column update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-441,Subtask,Update blood_collection_date to new variable name BCDAT,2023-12-13,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-pipeline,study-l101,Subject table variable rename.; [subtask: parent stays at CDM-278; epic inherited]
CDM-442,Task,DELFI-L101: Chest CT Scan Type Cohort Indeterminate Reconciliation,2023-12-19,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Chest CT scan type reconciliation report.
CDM-443,Subtask,DELFI-L101 V2 Rerun L101 V1 Rerun (Second Informal Release) Clean Status List Generation 02JAN2024,2024-01-02,Eric Dixon,CDM-436,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,CPT clean status list generation.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-436; epic inherited]
CDM-444,Subtask,Cleaning Metrics Tab: Remove 2023 EOY Goal related metric columns & Add in Overall Clean Metrics for L101 V1 Rerun release,2024-01-04,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT metrics sheet update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-445,Subtask,Update priority column to remove EOY Goal priorities,2024-01-08,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT priority column cleanup.; [subtask: parent stays at CDM-262; epic inherited]
CDM-446,Subtask,Add Confirmed Cancer Tracker,2024-01-08,Vincent Puga-Aragon (inactive),CDM-318,CDM-80,Done,Done,Vincent Puga-Aragon,,Pre-2026 Legacy,Done,Done,Vincent Puga-Aragon (inactive),cat-operations,proj-cpt,study-l201,Case Tracker cancer confirmation.; [subtask: parent stays at CDM-318; epic inherited]
CDM-447,Subtask,Add Staging Type column,2024-01-08,Eric Dixon,CDM-152,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer status review staging add.; [subtask: parent stays at CDM-152; epic inherited]
CDM-448,Task,DELFI-L101: Lung Cancer TNM vs Stage Review,2024-01-09,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,"proj-dqr,proj-cancer-review",study-l101,Lung cancer TNM vs stage DQR report.
CDM-449,Task,12MFU Expected Monthly Cumulative Pcts,2024-01-12,Vincent Puga-Aragon (inactive),,,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-reporting,proj-metrics,study-l201,12MFU cumulative pcts report.
CDM-450,Task,January CDR Updates,2024-01-12,Vincent Puga-Aragon (inactive),,,To Do,,Vincent Puga-Aragon,,Pre-2026 Legacy,Dismissed,Won't Do,Vincent Puga-Aragon (inactive),cat-operations,proj-cancer-review,study-cross,CDR updates.
CDM-451,Subtask,Add Evaluation Column to the tracker,2024-01-16,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-metrics,study-l101,Priority tracker evaluation column.; [subtask: parent stays at CDM-186; epic inherited]
CDM-452,Subtask,Update listing to only include 12 Month Medical Record Reviews completed and SDV'd by July 14th 2023,2024-01-19,Eric Dixon,CDM-333,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer review listing date filter.; [subtask: parent stays at CDM-333; epic inherited]
CDM-453,Subtask,Add ADCH derived cancer stage column,2024-01-24,Eric Dixon,CDM-448,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer stage derivation column add.; [subtask: parent stays at CDM-448; epic inherited]
CDM-454,Subtask,Update FU_12M_Expected variable for March 22nd data release date,2024-02-01,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-pipeline,study-l101,Subject table variable update.; [subtask: parent stays at CDM-278; epic inherited]
CDM-455,Subtask,Update Clean_Status_FU remove reference to Evaluation,2024-02-05,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT derivation update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-456,Subtask,Add cases missing overall stage and m score for review,2024-02-12,Eric Dixon,CDM-448,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer TNM review update.; [subtask: parent stays at CDM-448; epic inherited]
CDM-457,Task,DELFI-L101: Buried Data Field Report,2024-02-14,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,Buried data field DQR report.
CDM-458,Subtask,Update join function to allow for empty tables,2024-02-14,Eric Dixon,CDM-457,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-dqr,study-l101,DQR code join function update.; [subtask: parent stays at CDM-457; epic inherited]
CDM-459,Subtask,Update Ready for Review column for Cohort A participants,2024-02-29,Eric Dixon,CDM-348,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cancer-review,study-l101,Cancer status review column update.; [subtask: parent stays at CDM-348; epic inherited]
CDM-460,Subtask,Update Evaluation column and cleaning metrics to include LDT CT/CV participants,2024-03-06,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,CPT evaluation and metrics update.; [subtask: parent stays at CDM-262; epic inherited]
CDM-461,Subtask,Add function to clear the Subject Summary sheet before writing out updated table,2024-03-14,Eric Dixon,CDM-262,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-programming,proj-cpt,study-l101,CPT sheet clearing function.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-262; epic inherited]
CDM-462,Subtask,Update the export_clinical_data file to include the newly added blood collection fields,2024-04-05,Eric Dixon,CDM-278,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,Clinical data export blood fields.; [subtask: parent stays at CDM-278; epic inherited]
CDM-463,Subtask,DELFI-L101 V2 Rerun L101 V1 Rerun (Formal Release) Clean Status List Generation 17APR2024,2024-04-16,Eric Dixon,CDM-436,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,CPT clean status list generation.; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-436; epic inherited]
CDM-464,Subtask,Update Evaluation Column and Priority Column,2024-05-02,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-05-02 < 2026-01-01; [subtask: parent stays at CDM-262; epic inherited]"
CDM-465,Subtask,Update Cleaning Metrics to remove L101 Rerun and LDT CT-CV sections,2024-05-02,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,"Subtask under L101 CPT, cleaning metrics, opened 2024-05-02; [subtask: parent stays at CDM-262; epic inherited]"
CDM-466,Subtask,Create Cohort C Cleaning Metrics sheet,2024-05-02,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,"Subtask under L101 CPT, cleaning metrics sheet, opened 2024-05-02; [subtask: parent stays at CDM-262; epic inherited]"
CDM-467,Epic,DELFI-L301,2024-06-20,Erica Peters (inactive),,CDM-467,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-operations,proj-cpt,study-l301,"[Sonnet re-pass] DELFI-L301 epic — top-level L301 study container; CPT is primary CDM artifact.; DELFI-L301 Epic, opened 2024-06-20 < 2026-01-01"
CDM-468,Task,Create Chapter 1 Tracker,2024-06-20,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-operations,proj-cpt,study-l301,"[Sonnet re-pass] Create Chapter 1 Tracker for L301 — subject/data tracker under L301 epic, CPT.; Child of L301 Epic, opened 2024-06-20, inherit parent"
CDM-469,Task,Update metrics/dashboard to reflect 12MFU visit expectation,2024-06-26,Pavlova Nalley (inactive),,,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-reporting,proj-metrics,study-l301,"Metrics/dashboard update, opened 2024-06-26, infer study L301"
CDM-470,Subtask,Add remove_duplicates to gcptools gs_read function to remove duplicate records,2024-07-02,Eric Dixon,CDM-352,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,"Subtask, code addition to gs_read, opened 2024-07-02, inherit L101; [subtask: parent stays at CDM-352; epic inherited]"
CDM-471,Task,Update 12M FUP Report,2024-07-08,Pavlova Nalley (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-reporting,proj-metrics,study-l201,"12M FUP Report under DELFI-L201, opened 2024-07-08"
CDM-472,Subtask,DQR Listings - L201 Add Consent Version,2024-07-08,Pavlova Nalley (inactive),CDM-168,CDM-80,Dismissed,Done,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listing subtask, opened 2024-07-08, dismissed status; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-168; epic inherited]"
CDM-473,Subtask,DQR Listings - L201 Add consent date to listing,2024-07-08,Pavlova Nalley (inactive),CDM-148,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listing subtask, opened 2024-07-08, under L201 Inclusion; [subtask: parent stays at CDM-148; epic inherited]"
CDM-474,Subtask,DQR Listings - L201 Add a column in 4 and 12 mo tabs to note DELFI re-review complete ,2024-07-08,Pavlova Nalley (inactive),CDM-318,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listing subtask under L201 Case Tracker, opened 2024-07-08; [subtask: parent stays at CDM-318; epic inherited]"
