cdm_key,testcdm_key,type,summary,match_quality,notes
CDM-325,TESTCDM-583,Task,Add Distinct to delfiawsr gsheet read-in,exact,
CDM-326,TESTCDM-584,Task,TS: JHU Pembro updates,exact,
CDM-328,TESTCDM-585,Task,TS: JHUPembro further updates,exact,
CDM-334,TESTCDM-586,Task,DELFI-L101: Ad hoc Report - Chest CT Scan Review,exact,
CDM-336,TESTCDM-587,Task,TS: JHU Pembro resolve WGS/MAF timepoint gaps,exact,
CDM-337,TESTCDM-588,Task,TS: JHUPembro EPR reports,exact,
CDM-339,TESTCDM-589,Task,TS: Further JHU Pembro edits,exact,
CDM-347,TESTCDM-590,Subtask,error,exact,
CDM-344,TESTCDM-591,Task,TS: JHUPembro 6 additional patients,exact,
CDM-359,TESTCDM-592,Task,Unique Identifier Creation for rows in DQR Listings,exact,
CDM-361,TESTCDM-593,Task,TS: Curate LEMA analysis set.,exact,
CDM-367,TESTCDM-594,Task,DELFI-L201 Erroneous Clario 4MFU Visits,exact,
CDM-368,TESTCDM-595,Task,DELFI-L101: Refactor Data Quality Review Pipeline Code,exact,
CDM-369,TESTCDM-596,Subtask,cdm_s3_export function,exact,
CDM-377,TESTCDM-597,Task,API Learning,exact,
CDM-389,TESTCDM-598,Task,TS: Create Liver checker,exact,
CDM-390,TESTCDM-599,Task,Time Card Pilot,exact,
CDM-392,TESTCDM-600,Task,Update L201 SURF Read In files to parquet,exact,
CDM-408,TESTCDM-601,Task,CDR Updates,exact,
CDM-421,TESTCDM-602,Task,CDR Cancer Details,exact,
CDM-429,TESTCDM-603,Task,Programmatic DQR Gsheet,exact,
CDM-430,TESTCDM-604,Task,December CDR Updates,exact,
CDM-449,TESTCDM-605,Task,12MFU Expected Monthly Cumulative Pcts,exact,
CDM-450,TESTCDM-606,Task,January CDR Updates,exact,
CDM-469,TESTCDM-607,Task,Update metrics/dashboard to reflect 12MFU visit expectation,exact,
CDM-475,TESTCDM-608,Task,DQR Listings - L201 Lung Cancer Staging TNM vs Group Stage review,exact,
CDM-476,TESTCDM-609,Task,DQR Listings - L201 Lung cancer histology,exact,
CDM-477,TESTCDM-610,Task,DQR Listings - L201 Check CT scan for similar/duplicate day,exact,
CDM-481,TESTCDM-611,Task,"TS: Update CPS checker logic BIL, ALB, INR",exact,
CDM-513,TESTCDM-612,Task,Create L301 Clean Patient Tracker,exact,
CDM-514,TESTCDM-613,Task,Create System Query Report,exact,
CDM-529,TESTCDM-614,Task,L201 DQR Listings - Similar Participant Data Review,exact,
CDM-530,TESTCDM-615,Task,L201 DQR Listings - Patient Profiles,exact,
CDM-531,TESTCDM-616,Task,L201 DQR Listings - Exclusion 3-8 ,exact,
CDM-534,TESTCDM-617,Task,4ITLR: create AJCC lung cancer check,exact,
CDM-535,TESTCDM-618,Task,Onom: Add Imaging export checks to DQR,exact,
CDM-536,TESTCDM-619,Task,Onom DQR Checks: (1) Primary Outcomes tab,exact,
CDM-538,TESTCDM-620,Task,L201 CPT Update - Participant Numbers,exact,
CDM-539,TESTCDM-621,Task,L201 CPT Update - Inactivated Participants,exact,
CDM-540,TESTCDM-622,Task,L201 CPT Update - Sort Order for Participants,exact,
CDM-541,TESTCDM-623,Task,L201 CPT Update - Missing Participants,exact,
CDM-542,TESTCDM-624,Task,L201 CPT Update - Overall Clean Status,exact,
CDM-545,TESTCDM-625,Task,Onom DQR Checks: (2) Baseline Characteristics ,exact,
CDM-605,TESTCDM-626,Task,Add data stitcher to `analyses`,exact,
CDM-637,TESTCDM-627,Task,DELFI-L201: Clario Case Tracker - MM Clario Case Tracker,exact,
CDM-647,TESTCDM-628,Task,DELFI-L201: Inactive Participant List - Add site number column,exact,
CDM-671,TESTCDM-629,Task,DELFI-L201: Ad hoc site 1037 report,exact,
CDM-676,TESTCDM-630,Epic,L201 Data Snapshot for CV Readout,exact,
CDM-677,TESTCDM-631,Epic,Data Snapshots for AV studies,exact,
CDM-678,TESTCDM-632,Epic,AV and CV data sets for IVD Classifier Locking,exact,
CDM-679,TESTCDM-633,Epic,4ITLR clinical participant and sample processing pipeline,exact,
CDM-680,TESTCDM-634,Epic,4ITLR clinical and analytical dataset,exact,
